file,speaker,duration,silence_duration,silence_intensity,s_intensity,no_surrounding_silence,has_s,audio_peaked,primary_environment_count,secondary_environment_count,UWUH_L,sil_HH,sil_F,F_sil,W_UWUH,TH_sil,vowel_vowel,V_sil,sil_TH,vowel_R,Y_vowel,vowel_D_vowel,vowel_L,vowel_sil,sil_DH,vowel_T_vowel,DH_sil,L_vowel,R_vowel,sil_V,Y_UWUH,W_vowel,sil_SSH,AE_R,AY_R,nonsilence_count,ER_R,nasal_vowel,sil_ZZH,AA_R,silence_count,sil_PTK,UH_R,IY_R,AO_R,UW_R,OW_R,AW_R,EH_R,sil_BDG,AH_R,vowel_PK_vowel,vowel_BG_vowel,vowel_nasal,IH_R,EY_R
1580-141084-0031,1580,6.47,0.7399999999999994,31.964405,60.206165,False,True,False,2,11,0,0,0,0,0,0,1,0,0,1,1,1,2,1,0,1,0,0,2,0,1,2,0,0,0,77,0,9,0,0,2,0,1,0,0,0,0,0,0,0,0,2,2,10,0,0
1580-141084-0032,1580,4.995,0.725,30.614641,63.061184,False,True,False,2,9,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,6,0,0,1,0,0,0,57,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,6,0,0
1580-141084-0033,1580,7.0,1.19,30.71464,58.025524,False,True,False,4,12,0,0,0,0,0,0,3,0,0,1,0,0,2,1,0,1,0,3,1,0,3,1,0,0,0,77,0,6,0,0,4,1,0,0,0,0,0,0,1,0,0,1,0,12,0,0
1580-141084-0034,1580,4.49,0.9,35.276806,61.055504,False,True,False,2,11,0,0,0,0,0,0,2,0,0,0,0,1,3,1,0,1,0,1,1,0,1,2,0,0,0,49,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0
1580-141084-0035,1580,2.63,0.5199999999999998,29.421597,54.261635,False,True,False,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0
1580-141084-0036,1580,2.475,0.425,37.286385,59.539867,False,True,False,4,2,0,0,0,0,0,0,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,23,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1580-141084-0037,1580,2.965,0.6749999999999997,31.89573,,False,False,False,4,6,0,1,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,2,0,1,2,0,0,0,33,0,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0
1580-141084-0038,1580,2.955,0.5750000000000002,29.600796,56.926525,False,True,False,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,25,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1580-141084-0039,1580,4.885,0.8249999999999996,31.457052,62.512173,False,True,False,2,4,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,58,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,7,0,0
1580-141084-0040,1580,5.985,0.7750000000000007,31.966715,58.08983,False,True,False,9,13,0,1,0,0,0,0,2,0,0,6,0,2,1,0,0,1,0,0,5,0,1,3,0,0,0,67,0,0,0,3,2,0,0,1,0,0,0,0,2,0,0,0,0,4,0,0
1580-141084-0041,1580,7.99,1.0600000000000005,28.862291,59.995647,False,True,False,7,7,0,1,0,0,1,0,0,0,0,5,0,1,0,0,0,1,0,2,0,0,2,1,0,0,0,95,0,3,0,1,3,0,2,0,1,0,0,0,1,0,0,4,0,5,0,0
1580-141084-0042,1580,5.06,0.7699999999999998,30.375864,61.85923,False,True,False,3,5,0,0,0,0,0,0,3,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,50,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
1580-141084-0043,1580,2.065,0.5049999999999999,29.686611,,False,False,False,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,20,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
1580-141084-0044,1580,2.895,1.1950000000000003,27.755638,52.108173,False,True,False,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,16,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0
1580-141084-0045,1580,3.625,0.4250000000000001,35.5733,59.739338,False,True,False,3,7,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,2,1,0,0,1,1,0,0,46,0,2,0,0,2,0,0,0,1,0,0,0,2,0,0,1,1,2,0,0
1580-141084-0046,1580,2.35,0.62,31.480373,58.412296,False,True,False,1,5,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,27,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1580-141084-0047,1580,5.25,0.5999999999999999,33.872066,59.95053,False,True,False,5,13,0,0,0,0,0,0,1,0,0,4,0,1,3,0,0,1,0,4,2,0,1,1,0,0,1,67,0,6,0,0,2,0,0,1,1,0,0,0,0,0,1,0,0,4,0,0
1580-141084-0048,1580,9.265,1.4150000000000007,29.259352,61.639324,False,True,False,3,23,0,0,0,0,0,0,0,0,0,3,1,1,2,0,1,2,0,5,2,0,4,5,1,0,0,107,0,2,0,0,6,0,0,0,1,0,0,0,0,0,1,1,0,10,1,0
1580-141084-0049,1580,7.575,1.9650000000000003,32.84062,61.01409,False,True,False,2,14,0,0,0,0,0,0,1,0,0,1,0,0,3,2,0,0,0,3,0,0,3,3,0,0,0,74,0,4,0,0,4,0,1,0,0,0,0,0,0,1,0,1,1,6,0,0
1580-141084-0050,1580,2.78,0.5799999999999998,30.619682,64.60785,False,True,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
1995-1826-0000,1995,9.485,1.0850000000000004,15.26713,58.860485,False,True,False,3,17,0,0,0,0,0,0,3,0,0,0,1,2,3,0,0,4,0,3,2,0,0,2,0,0,0,117,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,15,0,0
1995-1826-0001,1995,10.17,1.4799999999999998,13.468905,59.53951,False,True,False,12,17,0,0,0,0,0,1,6,0,1,4,1,0,4,0,1,4,0,5,1,0,0,1,2,0,0,106,0,8,0,1,6,0,0,0,2,0,0,0,0,0,0,0,0,6,1,0
1995-1826-0002,1995,4.605,0.8450000000000003,14.829012,58.292603,False,True,False,2,7,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,2,1,0,0,1,0,0,0,49,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,2,0,4,0,0
1995-1826-0003,1995,3.09,0.45000000000000007,25.747776,53.600677,False,True,False,1,5,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,29,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0
1995-1826-0004,1995,3.035,0.7150000000000001,19.823816,60.311012,False,True,False,1,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,24,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0
1995-1826-0005,1995,5.125,1.3649999999999995,10.843068,58.692818,False,True,False,3,7,0,0,0,0,0,0,1,0,0,2,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,36,1,2,0,0,5,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0
1995-1826-0006,1995,2.4550625,0.4850619999999999,14.260696,,False,False,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,19,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0
1995-1826-0007,1995,7.06,1.2399999999999993,15.434797,55.207367,False,True,False,2,10,0,0,1,0,0,0,0,0,0,1,0,2,2,0,0,1,0,2,2,0,0,1,0,0,0,65,0,0,0,0,5,1,0,0,0,0,0,0,1,1,0,0,0,7,0,0
1995-1826-0008,1995,2.895,0.775,13.267107,53.89817,False,True,False,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,22,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0
1995-1826-0009,1995,7.57,1.1800000000000006,14.542207,54.83897,False,True,False,1,10,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,0,0,3,1,0,1,0,0,0,0,54,0,4,0,0,6,1,0,0,0,0,0,0,1,0,0,1,0,5,0,0
1995-1826-0010,1995,2.445,0.765,17.47941,58.663876,False,True,False,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,13,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
1995-1826-0011,1995,8.94,1.299999999999999,13.083883,54.809185,False,True,False,5,14,0,1,0,0,0,0,2,0,0,2,0,2,4,0,0,1,0,2,2,0,1,2,0,0,0,87,0,2,0,0,4,1,0,1,0,0,0,0,1,0,0,1,1,8,0,0
1995-1826-0012,1995,6.18,0.6700000000000002,17.952757,57.545433,False,True,False,3,11,0,0,0,0,0,0,1,0,0,2,0,2,2,0,0,0,0,2,4,0,0,1,1,0,0,71,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,3,1,7,1,0
1995-1826-0013,1995,8.77,1.3600000000000008,31.907673,57.785957,False,True,False,1,16,0,0,0,0,0,0,0,0,0,1,0,2,3,1,0,1,0,4,3,0,0,2,1,0,0,88,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,2,10,0,0
1995-1826-0014,1995,2.5,1.05,17.500196,,False,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,11,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1995-1826-0015,1995,3.55,0.4999999999999998,20.836803,60.009335,False,True,False,1,6,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,0,0,0,0,0,2,1,0,0,43,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0
1995-1826-0016,1995,5.9,0.8300000000000003,17.261023,56.714394,False,True,False,4,12,0,0,0,0,0,0,2,0,0,2,0,1,1,1,1,1,0,3,1,0,0,3,1,0,0,66,0,5,0,0,3,0,0,0,2,0,0,0,0,0,0,1,0,6,0,0
1995-1826-0017,1995,6.145,1.0349999999999997,21.595074,58.8447,False,True,False,5,8,0,0,0,0,0,0,2,0,0,3,0,0,0,0,1,1,0,1,4,0,0,1,0,0,0,62,0,2,0,0,4,0,0,1,0,0,0,0,2,1,0,0,1,1,0,0
1995-1826-0018,1995,5.01,0.5099999999999998,13.787442,57.762016,False,True,False,4,5,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,2,0,0,1,0,0,0,58,1,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0
1995-1826-0019,1995,5.25,0.9299999999999995,18.127548,60.77377,False,True,False,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,2,0,0,1,1,0,0,44,0,2,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,4,0,0
1995-1826-0020,1995,6.12,0.9599999999999999,15.267736,54.808273,False,True,False,3,8,0,0,0,0,0,0,0,0,0,3,0,1,2,0,0,1,0,2,1,0,0,1,0,0,0,59,0,6,0,1,3,0,0,0,2,0,0,0,0,0,0,0,1,5,0,0
1995-1826-0021,1995,11.41,1.9800000000000002,19.4038,58.960476,False,True,False,4,20,0,1,0,0,0,0,2,0,0,1,0,0,5,2,0,3,0,5,0,0,1,4,1,0,0,100,0,5,0,0,10,0,0,0,1,0,0,0,0,1,0,1,3,10,0,0
1995-1826-0022,1995,4.745,0.8250000000000001,20.45449,59.424557,False,True,False,2,6,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0,2,1,0,0,0,0,0,0,39,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0
1995-1826-0023,1995,8.14,1.990000000000001,34.12019,53.03718,False,True,False,2,7,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,3,0,0,0,0,0,0,59,0,0,0,0,6,0,0,0,0,0,0,0,0,1,1,0,1,7,0,0
1995-1826-0024,1995,5.095,1.5450000000000004,18.171185,54.407036,False,True,False,2,5,0,1,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,35,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
1995-1826-0025,1995,3.295,1.025,19.703714,50.76319,False,True,False,1,6,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,2,1,1,0,0,24,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1995-1826-0026,1995,15.45,4.240000000000004,4.7152615,60.04925,False,True,False,6,13,0,1,0,0,1,0,2,0,0,2,0,0,1,4,1,3,0,1,0,0,0,3,2,0,0,123,0,6,0,0,12,2,0,0,1,0,0,0,1,0,0,4,1,18,0,0
1995-1836-0000,1995,8.955,0.805000000000001,0.90393215,58.17102,False,True,False,5,18,0,0,0,0,0,0,3,0,0,2,0,0,4,1,1,1,0,2,4,0,0,5,0,0,0,94,0,4,0,1,3,0,0,0,0,0,0,0,1,0,0,1,1,5,0,0
1995-1836-0001,1995,6.0,0.5999999999999999,1.2580521,56.41787,False,True,False,4,9,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,2,0,3,1,0,0,2,0,0,0,70,0,2,0,0,2,0,1,0,1,0,0,0,0,0,0,2,0,7,1,0
1995-1836-0002,1995,2.315,0.46499999999999997,6.097352,,False,False,False,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1995-1836-0003,1995,7.965,0.8250000000000002,-0.10357799,58.435947,False,True,False,5,19,0,0,0,0,1,0,3,0,0,1,0,1,6,0,0,2,0,7,1,0,0,2,2,0,0,96,0,4,0,0,4,0,0,0,1,0,0,0,0,0,0,1,0,10,0,0
1995-1836-0004,1995,33.91,4.040002999999997,1.4014734,57.3091,False,True,False,19,49,1,1,1,0,0,1,10,0,0,5,1,2,6,5,0,12,0,8,6,0,3,6,2,0,0,388,0,19,0,1,15,1,0,0,1,0,0,0,2,1,1,2,3,38,0,0
1995-1836-0005,1995,10.9,0.870000000000001,5.000379,58.842644,False,True,False,8,14,1,0,0,0,0,1,2,0,0,4,0,3,1,1,0,1,0,2,4,0,0,2,0,0,0,124,0,8,0,0,5,1,0,0,2,1,0,0,1,0,0,1,0,10,0,0
1995-1836-0006,1995,7.715,0.3150000000000002,6.614538,59.46328,False,True,False,7,14,0,0,0,0,0,0,3,0,0,4,0,0,3,0,0,0,0,3,6,0,0,2,1,0,0,94,0,4,0,0,2,0,0,1,2,0,0,0,1,0,0,2,0,3,0,0
1995-1836-0007,1995,3.435,0.5450000000000002,6.9229856,59.388012,False,True,False,1,8,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,0,2,1,0,1,0,0,0,0,35,0,2,0,0,3,0,0,0,0,0,0,0,1,1,0,1,1,3,0,0
1995-1836-0008,1995,6.985,0.4550000000000002,21.906315,56.605774,False,True,False,5,11,0,0,0,0,0,0,2,0,0,3,0,0,3,2,1,1,0,3,1,0,0,0,0,0,0,73,0,3,0,1,4,1,0,1,0,0,0,0,1,0,0,3,1,7,0,0
1995-1836-0009,1995,6.71,0.73,8.615056,58.657665,False,True,False,1,11,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,1,0,2,2,0,0,2,0,0,0,60,0,3,0,0,5,2,0,0,1,0,0,0,0,1,0,2,1,3,0,0
1995-1836-0010,1995,24.45,1.6200009999999958,4.6331906,58.795574,False,True,False,14,36,1,0,0,0,0,0,6,0,0,7,0,2,5,2,2,5,0,7,6,0,1,6,0,0,0,286,1,14,0,2,11,0,1,0,2,0,0,0,1,1,0,6,3,26,0,0
1995-1836-0011,1995,4.705,0.6150000000000001,9.503297,57.81614,False,True,False,2,9,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,1,0,2,2,0,0,1,0,0,0,43,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1995-1836-0012,1995,3.695,1.3049999999999997,6.926718,,False,False,False,1,6,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,2,0,0,0,25,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
1995-1836-0013,1995,5.3,0.28999999999999904,15.204502,62.98828,False,True,False,5,18,0,0,0,0,0,0,1,0,0,4,0,0,3,1,0,5,0,4,5,0,0,0,0,0,0,54,1,2,0,0,3,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
1995-1836-0014,1995,9.045,0.7449999999999998,17.957516,56.00051,False,True,False,7,8,1,0,1,0,0,0,2,0,0,3,0,0,1,1,0,3,0,1,1,0,1,0,1,0,0,92,0,9,0,1,5,0,0,0,2,0,0,0,0,0,0,1,1,11,0,0
1995-1837-0000,1995,3.865,0.5750000000000004,39.898952,58.406235,False,True,False,5,4,0,2,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,37,0,2,0,0,4,0,0,1,1,0,0,0,0,1,0,0,0,3,0,0
1995-1837-0001,1995,8.73,0.9399999999999998,40.00852,56.925583,False,True,False,4,14,0,0,0,1,0,0,2,0,0,1,0,0,3,1,2,1,0,2,3,0,0,2,0,0,0,95,0,3,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0
1995-1837-0002,1995,2.79,0.5899999999999999,39.5303,58.376415,False,True,False,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,19,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1995-1837-0003,1995,7.36,0.3300000000000003,40.793922,55.68192,False,True,False,1,22,0,0,0,0,0,0,0,0,0,1,0,1,3,1,1,3,0,9,3,0,0,1,0,0,0,87,0,4,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,12,0,0
1995-1837-0004,1995,6.36,0.8800000000000002,39.135353,,False,False,False,7,3,0,1,0,0,0,0,2,0,0,4,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,49,0,5,0,0,5,0,0,0,2,0,0,0,2,0,0,1,0,6,0,0
1995-1837-0005,1995,2.635,0.42499999999999993,40.55559,60.042343,False,True,False,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,1,1,0,0,28,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1995-1837-0006,1995,2.955,0.5050000000000002,39.97662,52.283066,False,True,False,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,3,0,0,0,24,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1995-1837-0007,1995,8.8,1.2600000000000007,38.97801,56.87395,False,True,False,3,12,0,1,0,0,0,0,0,1,0,1,0,1,2,1,2,2,0,2,1,0,0,1,0,0,0,79,0,4,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0
1995-1837-0008,1995,1.955,0.365,15.792053,62.93627,False,True,False,2,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,22,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0
1995-1837-0009,1995,3.76,0.5899999999999995,27.76073,54.267067,False,True,False,0,10,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,2,0,0,0,2,0,0,0,39,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0
1995-1837-0010,1995,3.48,0.7499999999999999,7.0596538,54.19671,False,True,False,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,28,0,1,0,0,4,1,0,0,0,0,0,0,1,0,0,1,0,3,0,0
1995-1837-0011,1995,3.375,0.7550000000000001,14.644924,57.53178,False,True,False,5,3,0,2,0,0,0,0,1,0,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,31,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1995-1837-0012,1995,8.245,0.914999999999999,34.259945,60.434505,False,True,False,10,11,0,1,1,0,0,0,2,0,0,6,0,1,2,0,0,0,0,3,4,0,0,1,0,0,0,91,0,1,0,3,5,0,0,0,0,0,0,0,0,0,1,1,0,11,2,0
1995-1837-0013,1995,3.195,0.825,28.311693,,False,False,False,0,9,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,2,1,0,0,1,0,0,0,25,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
1995-1837-0014,1995,12.46,1.8100000000000016,34.83922,56.402164,False,True,False,5,27,0,1,0,0,0,0,2,1,1,0,0,1,6,1,1,3,0,7,3,0,0,5,0,0,0,126,0,5,0,0,8,1,0,0,0,0,0,0,0,0,0,1,0,16,0,0
1995-1837-0015,1995,4.485,0.28500000000000003,26.980522,61.2795,False,True,False,2,5,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,1,0,0,0,0,0,2,0,0,0,48,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0
1995-1837-0016,1995,7.19,1.6,32.271263,53.21763,False,True,False,5,10,0,0,1,0,0,1,2,0,0,1,0,0,1,1,1,1,0,3,1,0,0,2,1,0,0,68,0,4,0,0,7,0,0,0,1,0,0,0,0,0,0,2,2,9,0,0
1995-1837-0017,1995,3.1,0.8099999999999998,35.87787,56.313572,False,True,False,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,26,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
1995-1837-0018,1995,12.825,1.304999999999998,33.95612,57.188686,False,True,False,11,27,0,1,1,0,0,1,4,0,0,4,0,3,5,3,1,0,0,5,5,0,0,5,0,0,0,139,0,6,0,0,7,0,0,1,1,0,0,0,0,0,2,3,2,16,0,0
1995-1837-0019,1995,5.38,1.1900000000000002,32.79709,58.76395,False,True,False,2,7,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,4,0,0,0,42,0,1,1,0,6,0,0,0,1,0,0,0,0,1,0,1,0,4,0,0
1995-1837-0020,1995,3.21,0.4500000000000001,6.6114836,,False,False,False,2,6,0,0,0,0,0,0,1,0,0,1,1,2,0,0,1,1,0,0,0,0,0,1,0,0,0,26,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
1995-1837-0021,1995,3.09,0.3099999999999999,9.65854,59.159504,False,True,False,1,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,34,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0
1995-1837-0022,1995,3.415,0.45500000000000007,-1.4695741,60.799927,False,True,False,2,9,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,1,0,2,2,0,0,1,0,0,0,33,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0
1995-1837-0023,1995,16.965,2.0950009999999994,2.8916388,56.79423,False,True,False,9,26,0,0,0,1,0,0,5,1,0,2,0,0,3,2,1,2,0,6,8,0,0,4,2,0,0,176,0,6,0,1,8,0,0,0,0,0,0,0,1,1,0,3,3,20,0,0
1995-1837-0024,1995,5.385,0.5049999999999997,9.861583,55.14168,False,True,False,5,11,0,0,1,0,0,0,2,0,0,2,0,1,2,1,0,0,0,2,4,0,0,1,0,0,0,51,0,2,0,0,2,0,0,0,1,0,0,0,1,0,0,1,0,6,0,0
1995-1837-0025,1995,9.5050625,0.8450619999999996,12.271627,52.770153,False,True,False,4,22,0,0,0,0,0,0,1,0,0,3,1,2,2,1,1,1,0,5,5,0,0,4,2,0,0,95,0,0,0,0,7,0,0,1,1,0,0,0,0,2,1,0,0,10,0,0
1995-1837-0026,1995,8.095,1.1350000000000002,6.608173,54.827896,False,True,False,5,7,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0,0,0,2,1,0,0,3,1,0,0,86,0,4,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0
1995-1837-0027,1995,6.705,0.8649999999999995,10.301554,58.14692,False,True,False,3,13,0,0,0,0,0,0,2,0,0,1,0,1,3,2,1,1,0,4,0,0,0,1,0,0,0,59,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,2,2,8,0,0
1995-1837-0028,1995,2.34,0.6799999999999997,8.946076,,False,False,False,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,1,1,0,0,0,21,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0
1995-1837-0029,1995,5.58,0.55,34.20481,53.55054,False,True,False,2,9,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,3,3,0,0,0,0,0,0,50,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0
2094-142345-0000,2094,22.57,5.210000000000002,45.00216,63.110573,False,True,True,13,36,0,1,0,1,0,0,5,0,0,6,2,2,7,1,1,3,0,6,10,0,0,4,3,0,0,195,0,4,0,0,13,1,0,0,2,0,0,0,2,0,1,4,2,18,1,0
2094-142345-0001,2094,8.03,2.4799999999999986,47.36745,,False,False,True,4,7,0,0,0,0,1,0,1,0,0,2,0,2,0,0,0,1,0,1,1,0,0,2,0,0,0,65,0,1,0,1,7,0,0,0,1,0,0,0,0,1,0,1,1,6,0,0
2094-142345-0002,2094,15.52,2.8200000000000025,45.18757,66.773766,False,True,True,9,16,0,2,1,0,0,0,2,0,0,4,0,0,2,1,0,3,0,3,5,0,0,2,0,0,0,143,0,6,0,0,7,0,0,0,2,0,0,0,2,1,0,2,1,15,0,0
2094-142345-0003,2094,14.675,4.824999999999999,47.99747,67.21301,False,True,True,11,13,1,0,1,0,1,0,1,0,0,7,0,2,2,0,0,0,0,6,2,0,0,1,1,0,0,110,0,3,0,2,8,0,0,0,4,0,0,0,1,0,0,2,1,8,0,0
2094-142345-0004,2094,2.64,1.0500000000000003,55.01482,,False,False,True,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,2,0,0,0,25,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
2094-142345-0005,2094,9.09,2.5000000000000004,63.08619,67.61392,False,True,True,3,14,1,1,0,0,0,0,0,0,0,1,1,1,5,0,0,0,0,3,2,0,0,2,1,0,0,74,0,3,0,0,6,0,0,0,1,0,0,0,0,0,0,2,0,7,0,0
2094-142345-0006,2094,13.82,2.65,56.122585,65.74813,False,True,True,7,22,0,1,0,0,1,0,2,0,0,3,0,1,4,1,1,3,0,5,5,0,1,1,1,0,0,135,0,3,0,1,7,0,0,0,0,0,0,0,2,1,0,0,0,10,0,0
2094-142345-0007,2094,2.7,0.9100000000000004,48.9589,68.99038,False,True,False,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,23,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
